,pubmed,title,authors,year,journal
142,11074084,Neural substrates for the recognition of newly learned faces: a functional MRI study.,"Katanoda K, Yoshikawa K, Sugishita M",2000,Neuropsychologia
143,11080231,Cerebral activation pattern in primary writing tremor.,"Berg D, Preibisch C, Hofmann E, Naumann M",2000,"Journal of neurology, neurosurgery, and psychiatry"
144,11087002,Neural correlates of the attentional blink.,"Marois R, Chun MM, Gore JC",2000,Neuron
145,11090723,Regional cerebral blood flow after recovery from bulimia nervosa.,"Frank GK, Kaye WH, Greer P, Meltzer CC, Price JC",2000,Psychiatry research
146,11095716,Disruption of the neural response to rapid acoustic stimuli in dyslexia: evidence from functional MRI.,"Temple E, Poldrack RA, Protopapas A, Nagarajan S, Salz T, Tallal P, Merzenich MM, Gabrieli JD",2000,Proceedings of the National Academy of Sciences of the United States of America
147,11099442,The neurological basis of developmental dyslexia: an overview and working hypothesis.,Habib M,2000,Brain : a journal of neurology
148,11099447,Failed surgery for epilepsy. A study of persistence and recurrence of seizures following temporal resection.,"Hennessy MJ, Elwes RD, Binnie CD, Polkey CE",2000,Brain : a journal of neurology
149,11099454,Neural consequences of acting in near versus far space: a physiological basis for clinical dissociations.,"Weiss PH, Marshall JC, Wunderlich G, Tellmann L, Halligan PW, Freund HJ, Zilles K, Fink GR",2000,Brain : a journal of neurology
150,11099732,'Where' depends on 'what': a differential functional anatomy for position discrimination in one- versus two-dimensions.,"Fink GR, Marshall JC, Weiss PH, Shah NJ, Toni I, Halligan PW, Zilles K",2000,Neuropsychologia
151,11099827,Naming of animals and tools: a functional magnetic resonance imaging study of categorical differences in the human brain areas commonly used for naming visually presented objects.,"Okada T, Tanaka S, Nakai T, Nishizawa S, Inui T, Sadato N, Yonekura Y, Konishi J",2000,Neuroscience letters
152,11113035,Separate neural correlates for the mnemonic components of successive discrimination and working memory tasks.,"Cornette L, Dupont P, Bormans G, Mortelmans L, Orban GA",2001,"Cerebral cortex (New York, N.Y. : 1991)"
153,11113037,Dissociable mechanisms of attentional control within the human prefrontal cortex.,"Nagahama Y, Okada T, Katsumi Y, Hayashi T, Yamauchi H, Oyanagi C, Konishi J, Fukuyama H, Shibasaki H",2001,"Cerebral cortex (New York, N.Y. : 1991)"
154,11114477,Domain-specific distribution of working memory processes along human prefrontal and parietal cortices: a functional magnetic resonance imaging study.,"Gruber O, von Cramon DY",2001,Neuroscience letters
155,11115652,Automatic activation of positive but not negative attitudes after traumatic brain injury.,"Park NW, Conrod B, Rewilak D, Kwon C, Gao F, Black SE",2001,Neuropsychologia
156,11126640,Functional imaging of brain responses to pain. A review and meta-analysis (2000).,"Peyron R, Laurent B, Garcia-Larrea L",2000,Neurophysiologie clinique = Clinical neurophysiology
157,11133788,Characterizing the neural mechanisms of skill learning and repetition priming: evidence from mirror reading.,"Poldrack RA, Gabrieli JD",2001,Brain : a journal of neurology
158,11133789,Separate neural subsystems within 'Wernicke's area'.,"Wise RJ, Scott SK, Blank SC, Mummery CJ, Murphy K, Warburton EA",2001,Brain : a journal of neurology
159,11134528,Multiple neural correlates of detection in the human brain.,"Shulman GL, Ollinger JM, Linenweber M, Petersen SE, Corbetta M",2001,Proceedings of the National Academy of Sciences of the United States of America
160,11157567,Depth of processing effects on neural correlates of memory encoding: relationship between findings from across- and within-task comparisons.,"Otten LJ, Henson RN, Rugg MD",2001,Brain : a journal of neurology
161,11163281,Distributed neural systems for the generation of visual images.,"Ishai A, Ungerleider LG, Haxby JV",2000,Neuron
162,11163282,Auditory processing across the sleep-wake cycle: simultaneous EEG and fMRI monitoring in humans.,"Portas CM, Krakow K, Allen P, Josephs O, Armony JL, Frith CD",2000,Neuron
163,11163369,PET evaluation of bilingual language compensation following early childhood brain damage.,"Tierney MC, Varga M, Hosey L, Grafman J, Braun A",2001,Neuropsychologia
164,11163373,Long-term retrograde amnesia...the crucial role of the hippocampus.,"Cipolotti L, Shallice T, Chan D, Fox N, Scahill R, Harrison G, Stevens J, Rudge P",2001,Neuropsychologia
165,11163375,Perceptual specificity in visual object priming: functional magnetic resonance imaging evidence for a laterality difference in fusiform cortex.,"Koutstaal W, Wagner AD, Rotte M, Maril A, Buckner RL, Schacter DL",2001,Neuropsychologia
166,11167053,A comparison of 'Early' and 'Late' stage brain activation during brief practice of a simple motor task.,"Tracy JI, Faro SS, Mohammed F, Pinus A, Christensen H, Burkland D",2001,Brain research. Cognitive brain research
167,11167061,Activity in fusiform face area modulated as a function of working memory load.,"Druzgal TJ, D'Esposito M",2001,Brain research. Cognitive brain research
168,11169872,Detection of fMRI activation using cortical surface mapping.,"Andrade A, Kherif F, Mangin JF, Worsley KJ, Paradis AL, Simon O, Dehaene S, Le Bihan D, Poline JB",2001,Human brain mapping
169,11169874,Event-related fMRI study of response inhibition.,"Liddle PF, Kiehl KA, Smith AM",2001,Human brain mapping
170,11170305,Error-related brain activation during a Go/NoGo response inhibition task.,"Menon V, Adleman NE, White CD, Glover GH, Reiss AL",2001,Human brain mapping
171,11182099,Polymodal motion processing in posterior parietal and premotor cortex: a human fMRI study strongly implies equivalencies between humans and monkeys.,"Bremmer F, Schlack A, Shah NJ, Zafiris O, Kubischik M, Hoffmann K, Zilles K, Fink GR",2001,Neuron
172,11182467,Hippocampal volume discriminates between normal cognition; questionable and mild  dementia in the elderly.,"Wolf H, Grunwald M, Kruggel F, Riedel-Heller SG, Angerhofer S, Hojjatoleslami A, Hensel A, Arendt T, Gertz H",2001,Neurobiology of aging
173,11208666,The role of the inferior parietal cortex in linking the tactile perception and manual construction of object shapes.,"Jancke L, Kleinschmidt A, Mirzazade S, Shah NJ, Freund HJ",2001,"Cerebral cortex (New York, N.Y. : 1991)"
174,11209064,A default mode of brain function.,"Raichle ME, MacLeod AM, Snyder AZ, Powers WJ, Gusnard DA, Shulman GL",2001,Proceedings of the National Academy of Sciences of the United States of America
175,11222456,Event-related functional magnetic resonance imaging in Parkinson's disease before and after levodopa.,"Haslinger B, Erhard P, Kampfe N, Boecker H, Rummeny E, Schwaiger M, Conrad B, Ceballos-Baumann AO",2001,Brain : a journal of neurology
176,11230093,Interval and ordinal properties of sequences are associated with distinct premotor areas.,"Schubotz RI, von Cramon DY",2001,"Cerebral cortex (New York, N.Y. : 1991)"
177,11230094,The neural bases of sentence comprehension: a fMRI examination of syntactic and lexical processing.,"Keller TA, Carpenter PA, Just MA",2001,"Cerebral cortex (New York, N.Y. : 1991)"
178,11230097,The role of dorsolateral prefrontal cortex in the preparation of forthcoming actions: an fMRI study.,"Pochon JB, Levy R, Poline JB, Crozier S, Lehericy S, Pillon B, Deweer B, Le Bihan D, Dubois B",2001,"Cerebral cortex (New York, N.Y. : 1991)"
179,11230098,Conjoint and extended neural networks for the computation of speech codes: the neural basis of selective impairment in reading words and pseudowords.,"Xu B, Grafman J, Gaillard WD, Ishii K, Vega-Bermudez F, Pietrini P, Reeves-Tyer P, DiCamillo P, Theodore W",2001,"Cerebral cortex (New York, N.Y. : 1991)"
180,11231095,Audio-visual speech perception in schizophrenia: an fMRI study.,"Surguladze SA, Calvert GA, Brammer MJ, Campbell R, Bullmore ET, Giampietro V, David AS",2001,Psychiatry research
181,11239442,Neural activity in the human brain relating to uncertainty and arousal during anticipation.,"Critchley HD, Mathias CJ, Dolan RJ",2001,Neuron
182,11239713,The transfer of a timing pattern to the untrained human hand investigated with functional magnetic resonance imaging.,"Lutz K, Weidner R, Shah NJ, Jancke L",2001,Neuroscience letters
183,11239901,Amygdala response to facial expressions in children and adults.,"Thomas KM, Drevets WC, Whalen PJ, Eccard CH, Dahl RE, Ryan ND, Casey BJ",2001,Biological psychiatry
184,11240106,An fMRI study of the functional neuroanatomy of picture encoding in younger and older adults.,"Iidaka T, Sadato N, Yamada H, Murata T, Omori M, Yonekura Y",2001,Brain research. Cognitive brain research
185,11240107,Neuroanatomical discrimination between manipulating and maintaining processes involved in verbal working memory; a functional MRI study.,"Tsukiura T, Fujii T, Takahashi T, Xiao R, Inase M, Iijima T, Yamadori A, Okuda J",2001,Brain research. Cognitive brain research
186,11240114,"Functional organization of the lateral premotor cortex: fMRI reveals different regions activated by anticipation of object properties, location and speed.","Schubotz RI, von Cramon DY",2001,Brain research. Cognitive brain research
187,11241875,"Cortical effects of bromocriptine, a D-2 dopamine receptor agonist, in human subjects, revealed by fMRI.","Kimberg DY, Aguirre GK, Lease J, D'Esposito M",2001,Human brain mapping
188,11248106,Neural fate of seen and unseen faces in visuospatial neglect: a combined event-related functional MRI and event-related potential study.,"Vuilleumier P, Sagiv N, Hazeltine E, Poldrack RA, Swick D, Rafal RD, Gabrieli JD",2001,Proceedings of the National Academy of Sciences of the United States of America
189,11257281,Differential amygdala activation during emotional decision and recognition memory tasks using unpleasant words: an fMRI study.,"Tabert MH, Borod JC, Tang CY, Lange G, Wei TC, Johnson R, Nusbaum AO, Buchsbaum MS",2001,Neuropsychologia
190,11264319,Human brain regions involved in heading estimation.,"Peuskens H, Sunaert S, Dupont P, Van Hecke P, Orban GA",2001,The Journal of neuroscience : the official journal of the Society for Neuroscience
191,11278198,Dissociating neural correlates of cognitive components in mental calculation.,"Gruber O, Indefrey P, Steinmetz H, Kleinschmidt A",2001,"Cerebral cortex (New York, N.Y. : 1991)"
192,11285015,Activation of frontoparietal cortices during memorized triple-step sequences of saccadic eye movements: an fMRI study.,"Heide W, Binkofski F, Seitz RJ, Posse S, Nitschke MF, Freund HJ, Kompf D",2001,The European journal of neuroscience
193,11287375,Functional changes of the primary somatosensory cortex in patients with unilateral cerebellar lesions.,"Restuccia D, Valeriani M, Barba C, Le Pera D, Capecci M, Filippini V, Molinari M",2001,Brain : a journal of neurology
194,11287379,The neural correlates of person familiarity. A functional magnetic resonance imaging study with clinical implications.,"Shah NJ, Marshall JC, Zafiris O, Schwab A, Zilles K, Markowitsch HJ, Fink GR",2001,Brain : a journal of neurology
195,11287664,Can medial temporal lobe regions distinguish true from false? An event-related functional MRI study of veridical and illusory recognition memory.,"Cabeza R, Rao SM, Wagner AD, Mayer AR, Schacter DL",2001,Proceedings of the National Academy of Sciences of the United States of America
196,11295369,An event-related functional magnetic resonance imaging study of an auditory oddball task in schizophrenia.,"Kiehl KA, Liddle PF",2001,Schizophrenia research
197,11297824,Remodelling of sensorimotor maps in paraplegia: a functional magnetic resonance imaging study after a surgical nerve transfer.,"Perani D, Brunelli GA, Tettamanti M, Scifo P, Tecchio F, Rossini PM, Fazio F",2001,Neuroscience letters
198,11306631,Predictability modulates human brain response to reward.,"Berns GS, McClure SM, Pagnoni G, Montague PR",2001,The Journal of neuroscience : the official journal of the Society for Neuroscience
199,11313034,Atypical patterns of cerebral motor activation in autism: a functional magnetic resonance study.,"Muller RA, Pierce K, Ambrose JB, Allen G, Courchesne E",2001,Biological psychiatry
200,11313038,Comparison of the effects of risperidone and haloperidol on regional cerebral blood flow in schizophrenia.,"Miller DD, Andreasen NC, O'Leary DS, Watkins GL, Boles Ponto LL, Hichwa RD",2001,Biological psychiatry
201,11313298,Somatotopic organization of human secondary somatosensory cortex.,"Ruben J, Schwiemann J, Deuchert M, Meyer R, Krause T, Curio G, Villringer K, Kurth R, Villringer A",2001,"Cerebral cortex (New York, N.Y. : 1991)"
202,11322979,Functional organisation of the saccadic reference system processing extraretinal  signals in humans.,"Tobler PN, Felblinger J, Burki M, Nirkko AC, Ozdoba C, Muri RM",2001,Vision research
203,11322985,Putting spatial attention on the map: timing and localization of stimulus selection processes in striate and extrastriate visual areas.,"Martinez A, Di Russo F, Anllo-Vento L, Sereno MI, Buxton RB, Hillyard SA",2001,Vision research
204,11322986,Sustained extrastriate cortical activation without visual awareness revealed by fMRI studies of hemianopic patients.,"Goebel R, Muckli L, Zanella FE, Singer W, Stoerig P",2001,Vision research
205,11335694,Cortical activation by tactile and painful stimuli in hemispherectomized patients.,"Olausson H, Ha B, Duncan GH, Morin C, Ptito A, Ptito M, Marchand S, Bushnell MC",2001,Brain : a journal of neurology
